company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Abnormal Security,CISO,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/abnormal-security,2025-11-30,"saas security, llm security, cloud app security, ai agent risk, sspm"
CircleCI,Senior Security Engineer,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/circleci,2025-12-01,"saas compliance, autonomous agent security, saas posture management, cloud governance"
Apple,Application Security Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/apple,2025-11-28,"saas security posture, ai compliance, saas risk, sanctioned it"
Cylance,Security Auditor,SaaS Security,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/cylance,2025-11-29,"ai security, generative ai compliance, saas security posture"
Prisma Cloud,Director of Security,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/prisma-cloud,2025-11-30,"shadow it, autonomous agent security, saas compliance, cloud compliance"
Canonical,SSPM Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/canonical,2025-11-29,"genai security, autonomous agent security, sanctioned it, cloud compliance, sspm"
Imperva,Security Software Engineer,SaaS Compliance,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/imperva,2025-11-29,"ai security, llm compliance, saas compliance"
Boeing,GRC Analyst,SaaS Security,"Toronto, Canada",0.9,Ashby,https://jobs.ashbyhq.com/boeing,2025-12-02,"cloud application security, saas governance, generative ai compliance, ai security, genai security"
PagerDuty,Security Manager,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/pagerduty,2025-12-02,"saas posture management, sspm, autonomous agent security"
Rubrik,Cloud Security Analyst,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/rubrik,2025-11-26,"sanctioned it, llm security, genai security, sspm"
SentinelOne,Security Operations Engineer,SaaS Security,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/sentinelone,2025-11-27,"cloud application security, ai agent security, ai policy, saas governance"
IBM,Risk Manager,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/ibm,2025-12-03,"saas risk, sspm, shadow it, cloud application security"
Segment,SOC Analyst,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/segment,2025-11-28,"cloud compliance, autonomous agent security"
Bitbucket,VP of Security,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/bitbucket,2025-12-03,"saas governance, llm security, saas risk, genai security"
Barracuda,Security Posture Analyst,AI Agent Security,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/barracuda,2025-11-29,"ai agent security, ai agent risk, saas security"
Twilio,SSPM Product Manager,SaaS Security,"Boston, MA",0.9,Ashby,https://jobs.ashbyhq.com/twilio,2025-11-29,"saas audit, autonomous agent security, cloud application security, ai agent security"
Amplitude,Security Team Lead,SaaS Security,"Boston, MA",0.7,Ashby,https://jobs.ashbyhq.com/amplitude,2025-11-30,"ai governance, cloud governance"
Home Depot,Lead Security Engineer,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/home-depot,2025-11-28,"saas security posture, genai security"
Kubernetes,Threat Detection Engineer,AI Compliance,"New York, NY",0.7,Ashby,https://jobs.ashbyhq.com/kubernetes,2025-11-26,"ai governance, generative ai compliance"
T-Mobile,Security Analyst,SaaS Compliance,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/t-mobile,2025-12-01,"llm compliance, cloud governance, generative ai compliance, shadow it"
JPMorgan,Staff Security Engineer,SaaS Security,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/jpmorgan,2025-11-29,"ai governance, cloud app security, genai security, saas security"
Prisma Cloud,Security Operations Engineer,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/prisma-cloud,2025-12-02,"sspm, cloud governance"
SendGrid,Director of Security,AI Agent Security,"Denver, CO",0.7,Ashby,https://jobs.ashbyhq.com/sendgrid,2025-12-01,"sanctioned it, ai policy, llm security"
New Relic,Security Engineer,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/new-relic,2025-11-28,"ai policy, cloud application security, saas risk, sanctioned it, sspm"
RingCentral,Incident Response Engineer,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/ringcentral,2025-12-02,"saas security posture, saas risk"
Netflix,Principal Security Engineer,SaaS Security,"Toronto, Canada",0.9,Ashby,https://jobs.ashbyhq.com/netflix,2025-12-03,"cloud governance, genai security, saas compliance, sspm, saas governance"
Dropbox,SSPM Product Manager,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/dropbox,2025-11-30,"ai agent security, saas compliance, sspm, saas security posture, autonomous agent security"
Automation Anywhere,Principal Security Engineer,AI Compliance,Remote,0.85,Ashby,https://jobs.ashbyhq.com/automation-anywhere,2025-12-02,"generative ai compliance, ai compliance, genai security, ai agent security"
Kryon,Cloud Security Engineer,SaaS Security,Remote (US),0.9,Ashby,https://jobs.ashbyhq.com/kryon,2025-12-02,"autonomous agent security, saas security posture, ai governance, llm compliance, shadow it"
Fastly,SOC Analyst,SaaS Compliance,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/fastly,2025-11-28,"ai governance, ai agent risk, cloud governance, saas compliance, cloud app security"
Workday,Security Engineer,SSPM,"New York, NY",0.9,Ashby,https://jobs.ashbyhq.com/workday,2025-12-02,"ai agent security, autonomous agent security, saas posture management, llm security, saas risk"
KPMG,Cloud Security Architect,AI Agent Security,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/kpmg,2025-11-28,"ai agent risk, saas audit, ai agent security"
Check Point,AppSec Engineer,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/check-point,2025-11-29,"cloud app security, ai security, cloud application security, security posture management, saas compliance"
Sumo Logic,Compliance Engineer,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/sumo-logic,2025-12-03,"security posture management, ai agent risk, ai compliance, cloud application security"
Lockheed Martin,SaaS Security Posture Manager,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/lockheed-martin,2025-12-02,"saas security, shadow it, cloud governance"
Cylance,LLM Security Specialist,SaaS Security,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/cylance,2025-11-28,"cloud application security, llm security, ai security, saas audit"
Sumo Logic,Cloud Security Analyst,SaaS Security,"Austin, TX",0.9,Ashby,https://jobs.ashbyhq.com/sumo-logic,2025-12-01,"ai policy, saas security, llm compliance, ai agent security, ai security"
Radware,AppSec Engineer,SaaS Security,Hybrid - Bay Area,0.8,Ashby,https://jobs.ashbyhq.com/radware,2025-11-28,"cloud app security, llm security"
Lockheed Martin,SaaS Security Posture Manager,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/lockheed-martin,2025-11-29,"saas security, llm compliance, ai agent risk, saas security posture"
Zscaler,Cloud Security Analyst,SaaS Security,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/zscaler,2025-11-30,"ai governance, ai policy, autonomous agent security, saas security"
Area 1,Machine Learning Security Engineer,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/area-1,2025-11-30,"sanctioned it, sspm, ai security, ai compliance, saas risk"
Cloudflare,Senior Security Engineer,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/cloudflare,2025-11-27,"saas posture management, saas compliance, ai compliance"
Chorus.ai,SaaS Security Posture Manager,SaaS Compliance,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/chorusai,2025-11-27,"ai policy, cloud app security, saas governance, generative ai compliance, llm security"
Palo Alto Networks,Machine Learning Security Engineer,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/palo-alto-networks,2025-12-01,"sspm, saas security, llm security, ai security"
MongoDB,Compliance Engineer,SaaS Security,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/mongodb,2025-11-29,"ai compliance, saas security, sanctioned it, autonomous agent security"
Duo Security,CISO,SaaS Security,"Austin, TX",0.8,Ashby,https://jobs.ashbyhq.com/duo-security,2025-11-29,"genai security, saas compliance, autonomous agent security"
Capital One,Compliance Engineer,SaaS Security,Remote,0.85,Ashby,https://jobs.ashbyhq.com/capital-one,2025-12-02,"llm security, genai security, saas governance"
Proofpoint,Cloud Security Architect,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/proofpoint,2025-11-26,"saas security posture, autonomous agent security"
Amplitude,SSPM Engineer,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/amplitude,2025-11-29,"llm security, ai agent risk, saas posture management"
Centrify,Security Software Engineer,SaaS Compliance,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/centrify,2025-11-27,"saas compliance, ai agent risk, shadow it"
Gong,AI Agent Security Engineer,AI Agent Security,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/gong,2025-11-27,"autonomous agent security, ai security, saas audit, genai security"
ExxonMobil,AppSec Engineer,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/exxonmobil,2025-11-29,"cloud compliance, security posture management, cloud application security"
Stripe,SaaS Security Engineer,SaaS Security,Remote,0.85,Ashby,https://jobs.ashbyhq.com/stripe,2025-11-27,"llm security, cloud governance, saas compliance, saas security"
PagerDuty,Security Engineer,AI Agent Security,"Toronto, Canada",0.9,Ashby,https://jobs.ashbyhq.com/pagerduty,2025-11-26,"llm security, genai security, ai agent security"
Blue Prism,SaaS Security Architect,SaaS Security,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/blue-prism,2025-12-03,"cloud app security, shadow it, ai compliance, saas governance, genai security"
IronScales,Security Posture Analyst,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/ironscales,2025-12-02,"saas risk, sspm, saas security, security posture management, llm security"
KPMG,Threat Detection Engineer,SaaS Security,Hybrid - Bay Area,0.9,Ashby,https://jobs.ashbyhq.com/kpmg,2025-11-28,"ai agent security, generative ai compliance, autonomous agent security, saas security"
Area 1,Security Software Engineer,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/area-1,2025-12-03,"saas posture management, llm compliance"
Genesys,Cloud Security Architect,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/genesys,2025-12-03,"genai security, ai agent risk, saas governance, security posture management, llm security"
Meta,Cloud Security Analyst,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/meta,2025-11-28,"cloud application security, saas risk, cloud governance, saas governance"
Chorus.ai,Threat Detection Engineer,AI Compliance,"New York, NY",0.8,Ashby,https://jobs.ashbyhq.com/chorusai,2025-11-30,"generative ai compliance, cloud governance, ai compliance"
CloudKnox,SSPM Product Manager,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/cloudknox,2025-12-02,"cloud application security, security posture management, cloud compliance"
WorkFusion,Security Operations Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/workfusion,2025-12-01,"sspm, security posture management, cloud app security, shadow it"
American Express,Security Analyst,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/american-express,2025-11-29,"security posture management, ai security, ai compliance, cloud compliance"
Sprint,Risk Manager,AI Agent Security,Remote,0.7,Ashby,https://jobs.ashbyhq.com/sprint,2025-11-26,"autonomous agent security, ai agent security"
Orca Security,Director of Security,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/orca-security,2025-11-27,"ai governance, security posture management, saas posture management, saas compliance, ai agent security"
Darktrace,SaaS Security Architect,SaaS Security,Remote (US),0.9,Ashby,https://jobs.ashbyhq.com/darktrace,2025-12-03,"saas security, ai agent risk, ai governance, saas posture management, ai policy"
CircleCI,Compliance Engineer,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/circleci,2025-12-01,"saas security posture, ai policy, ai governance, cloud application security"
SAP,SSPM Product Manager,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/sap,2025-12-02,"llm security, security posture management"
Redis,Security Operations Engineer,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/redis,2025-11-29,"ai governance, saas security posture"
Atlassian,Incident Response Engineer,SaaS Security,"New York, NY",0.9,Indeed,https://www.indeed.com/q-incident-response-engineer-atlassian-jobs.html,2025-11-30,"cloud app security, cloud application security, ai governance, saas security, generative ai compliance"
Tenable,SSPM Engineer,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-sspm-engineer-tenable-jobs.html,2025-12-03,"sspm, shadow it, saas audit"
CloudKnox,Security Posture Analyst,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-security-posture-analyst-cloudknox-jobs.html,2025-12-01,"cloud governance, security posture management, ai security, cloud app security, generative ai compliance"
CircleCI,Cloud Security Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-circleci-jobs.html,2025-12-01,"shadow it, cloud governance, saas risk, saas compliance"
Auth0,Security Team Lead,SSPM,"London, UK",0.85,Indeed,https://www.indeed.com/q-security-team-lead-auth0-jobs.html,2025-11-29,"ai security, ai agent risk, security posture management, saas security posture, sanctioned it"
Kubernetes,Principal Security Engineer,SaaS Security,Remote (US),0.8,Indeed,https://www.indeed.com/q-principal-security-engineer-kubernetes-jobs.html,2025-11-29,"sanctioned it, cloud application security, cloud governance, llm security"
GitLab,Security Operations Engineer,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-security-operations-engineer-gitlab-jobs.html,2025-12-02,"saas posture management, cloud governance, genai security"
Bitbucket,Security Engineer,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-security-engineer-bitbucket-jobs.html,2025-12-01,"sspm, cloud application security"
Nozomi Networks,Security Compliance Manager,SaaS Compliance,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-security-compliance-manager-nozomi-networks-jobs.html,2025-11-26,"genai security, saas compliance, saas risk"
Elastic,Cloud Posture Engineer,SaaS Security,"Denver, CO",0.9,Indeed,https://www.indeed.com/q-cloud-posture-engineer-elastic-jobs.html,2025-12-03,"ai security, autonomous agent security, saas security, ai governance, saas compliance"
Raytheon,Lead Security Engineer,AI Agent Security,Remote (US),0.7,Indeed,https://www.indeed.com/q-lead-security-engineer-raytheon-jobs.html,2025-11-27,"autonomous agent security, ai security"
Palo Alto Networks,Director of Security,SSPM,Hybrid - Bay Area,0.9,Indeed,https://www.indeed.com/q-director-of-security-palo-alto-networks-jobs.html,2025-11-30,"autonomous agent security, saas posture management, ai agent security, cloud application security, cloud app security"
Bitdefender,SaaS Security Posture Manager,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-saas-security-posture-manager-bitdefender-jobs.html,2025-11-26,"llm compliance, security posture management, ai security"
HubSpot,SSPM Engineer,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-sspm-engineer-hubspot-jobs.html,2025-11-27,"sanctioned it, saas compliance, cloud app security"
Morgan Stanley,Security Software Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-software-engineer-morgan-stanley-jobs.html,2025-11-26,"saas security posture, genai security"
McAfee,Compliance Engineer,SSPM,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-compliance-engineer-mcafee-jobs.html,2025-11-26,"saas security, ai agent risk, llm compliance"
Genesys,VP of Security,SaaS Compliance,"Austin, TX",0.8,Indeed,https://www.indeed.com/q-vp-of-security-genesys-jobs.html,2025-11-30,"cloud compliance, ai security"
Qualys,SaaS Security Engineer,SSPM,"London, UK",0.85,Indeed,https://www.indeed.com/q-saas-security-engineer-qualys-jobs.html,2025-11-28,"shadow it, autonomous agent security, saas audit, saas governance, cloud app security"
Fastly,Security Engineer,SaaS Security,"Boston, MA",0.9,Indeed,https://www.indeed.com/q-security-engineer-fastly-jobs.html,2025-12-02,"genai security, ai compliance, saas security posture, generative ai compliance"
Automation Anywhere,VP of Security,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-vp-of-security-automation-anywhere-jobs.html,2025-11-27,"saas security, saas governance"
Google,Security Software Engineer,SaaS Security,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-software-engineer-google-jobs.html,2025-11-29,"cloud application security, ai agent risk"
Target,Cloud Posture Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-cloud-posture-engineer-target-jobs.html,2025-12-03,"saas security posture, ai agent security"
Square,CISO,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-ciso-square-jobs.html,2025-12-03,"genai security, saas posture management"
BAE Systems,SSPM Engineer,SaaS Security,Remote (US),0.85,Indeed,https://www.indeed.com/q-sspm-engineer-bae-systems-jobs.html,2025-11-26,"ai agent security, ai security, saas governance"
Boeing,Cloud Security Analyst,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-cloud-security-analyst-boeing-jobs.html,2025-11-30,"cloud governance, saas security posture, generative ai compliance, llm compliance"
F5 Networks,SaaS Security Architect,AI Agent Security,Remote (US),0.9,Indeed,https://www.indeed.com/q-saas-security-architect-f5-networks-jobs.html,2025-12-02,"saas audit, ai agent security, autonomous agent security, genai security, ai agent risk"
Imperva,Cloud Security Engineer,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-imperva-jobs.html,2025-12-01,"saas governance, cloud app security"
CVS Health,Security Auditor,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-security-auditor-cvs-health-jobs.html,2025-11-29,"saas risk, autonomous agent security"
Home Depot,Security Operations Engineer,SaaS Security,"Toronto, Canada",0.8,Indeed,https://www.indeed.com/q-security-operations-engineer-home-depot-jobs.html,2025-11-28,"ai security, cloud app security"
Docker,VP of Security,SaaS Compliance,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-vp-of-security-docker-jobs.html,2025-11-28,"saas governance, saas compliance, llm security"
Netflix,Machine Learning Security Engineer,SaaS Compliance,"Austin, TX",0.9,Indeed,https://www.indeed.com/q-machine-learning-security-engineer-netflix-jobs.html,2025-11-27,"saas governance, genai security, ai compliance, ai agent security, saas compliance"
Cisco,Principal Security Engineer,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-principal-security-engineer-cisco-jobs.html,2025-11-30,"saas risk, cloud governance, autonomous agent security"
Apple,SaaS Security Engineer,SSPM,"Austin, TX",0.9,Indeed,https://www.indeed.com/q-saas-security-engineer-apple-jobs.html,2025-12-03,"genai security, generative ai compliance, saas posture management, ai agent risk, ai compliance"
Genesys,SaaS Security Architect,SaaS Security,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-saas-security-architect-genesys-jobs.html,2025-11-29,"llm security, ai compliance, cloud application security"
Microsoft,GRC Analyst,SSPM,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-grc-analyst-microsoft-jobs.html,2025-11-27,"sanctioned it, security posture management, ai governance"
Tanium,AI Agent Security Engineer,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-ai-agent-security-engineer-tanium-jobs.html,2025-12-01,"cloud compliance, sspm"
Raytheon,Security Auditor,AI Agent Security,"New York, NY",0.7,Indeed,https://www.indeed.com/q-security-auditor-raytheon-jobs.html,2025-12-03,"sanctioned it, ai security, genai security"
Twilio,Staff Security Engineer,SaaS Security,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-twilio-jobs.html,2025-12-01,"saas security, saas compliance, saas risk, ai agent security, llm security"
8x8,Risk Manager,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-risk-manager-8x8-jobs.html,2025-11-27,"cloud governance, sanctioned it, llm compliance, cloud app security"
BP,LLM Security Specialist,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-llm-security-specialist-bp-jobs.html,2025-11-30,"cloud application security, shadow it, sspm"
Qualys,VP of Security,AI Compliance,Remote,0.9,Indeed,https://www.indeed.com/q-vp-of-security-qualys-jobs.html,2025-11-30,"generative ai compliance, ai governance, cloud app security, ai agent risk, llm compliance"
Dropbox,SSPM Product Manager,SaaS Security,"Seattle, WA",0.9,Indeed,https://www.indeed.com/q-sspm-product-manager-dropbox-jobs.html,2025-11-26,"saas security, generative ai compliance, ai security, cloud application security"
Kubernetes,SaaS Security Posture Manager,AI Compliance,"New York, NY",0.8,Indeed,https://www.indeed.com/q-saas-security-posture-manager-kubernetes-jobs.html,2025-11-29,"ai governance, llm compliance, cloud application security"
SailPoint,Compliance Engineer,AI Compliance,"Toronto, Canada",0.7,Indeed,https://www.indeed.com/q-compliance-engineer-sailpoint-jobs.html,2025-11-30,"ai governance, ai compliance, ai agent security"
Square,Threat Detection Engineer,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-threat-detection-engineer-square-jobs.html,2025-11-28,"llm security, saas audit, saas posture management, autonomous agent security, security posture management"
HashiCorp,SSPM Product Manager,SaaS Security,"London, UK",0.85,Indeed,https://www.indeed.com/q-sspm-product-manager-hashicorp-jobs.html,2025-11-28,"saas security, saas compliance"
Google,Security Software Engineer,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-security-software-engineer-google-jobs.html,2025-11-26,"saas posture management, generative ai compliance, security posture management"
Zscaler,SaaS Security Posture Manager,SaaS Security,Remote (US),0.8,Indeed,https://www.indeed.com/q-saas-security-posture-manager-zscaler-jobs.html,2025-11-28,"genai security, saas governance"
Zscaler,GRC Analyst,SaaS Security,"Boston, MA",0.9,Indeed,https://www.indeed.com/q-grc-analyst-zscaler-jobs.html,2025-11-30,"saas security posture, ai security, llm security, generative ai compliance, ai compliance"
Zscaler,Compliance Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-compliance-engineer-zscaler-jobs.html,2025-11-27,"ai policy, saas governance"
Elastic,SSPM Product Manager,SaaS Security,"New York, NY",0.85,Indeed,https://www.indeed.com/q-sspm-product-manager-elastic-jobs.html,2025-12-03,"cloud app security, sanctioned it, ai governance, ai security, saas security"
Elastic,AppSec Engineer,SSPM,"Toronto, Canada",0.9,Indeed,https://www.indeed.com/q-appsec-engineer-elastic-jobs.html,2025-12-03,"saas security posture, saas security, saas risk, saas governance"
Proofpoint,CISO,SaaS Security,"London, UK",0.85,Indeed,https://www.indeed.com/q-ciso-proofpoint-jobs.html,2025-12-01,"ai agent security, saas security, saas compliance"
Best Buy,Staff Security Engineer,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-best-buy-jobs.html,2025-11-26,"llm compliance, generative ai compliance, saas security posture, cloud application security"
Zendesk,Machine Learning Security Engineer,SaaS Security,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-machine-learning-security-engineer-zendesk-jobs.html,2025-11-28,"ai compliance, cloud application security, ai governance, generative ai compliance, saas security"
SailPoint,GRC Analyst,AI Agent Security,"Boston, MA",0.8,Indeed,https://www.indeed.com/q-grc-analyst-sailpoint-jobs.html,2025-12-02,"ai agent security, llm security"
Salesforce,Risk Manager,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-risk-manager-salesforce-jobs.html,2025-11-29,"ai policy, saas risk, saas posture management, saas governance, sanctioned it"
Vonage,SSPM Product Manager,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-sspm-product-manager-vonage-jobs.html,2025-11-27,"cloud app security, ai policy, security posture management, shadow it"
Freshworks,Security Software Engineer,AI Agent Security,Remote (US),0.7,Indeed,https://www.indeed.com/q-security-software-engineer-freshworks-jobs.html,2025-11-30,"sanctioned it, ai agent security, ai policy"
ServiceNow,Machine Learning Security Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-machine-learning-security-engineer-servicenow-jobs.html,2025-11-29,"saas governance, sanctioned it, sspm, generative ai compliance, llm compliance"
Mimecast,Director of Security,SaaS Security,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-director-of-security-mimecast-jobs.html,2025-12-02,"ai agent security, ai policy, cloud application security, shadow it, cloud compliance"
Accenture,Cloud Security Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-accenture-jobs.html,2025-11-30,"cloud app security, ai compliance"
Arctic Wolf,Staff Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-arctic-wolf-jobs.html,2025-11-28,"saas compliance, cloud application security"
Kryon,CISO,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-ciso-kryon-jobs.html,2025-12-01,"genai security, shadow it, sspm, ai agent security, ai governance"
Freshworks,CISO,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-ciso-freshworks-jobs.html,2025-11-26,"saas audit, saas governance, ai agent security"
eBay,SaaS Security Engineer,SaaS Compliance,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-saas-security-engineer-ebay-jobs.html,2025-11-29,"saas governance, generative ai compliance, saas compliance"
PagerDuty,Security Posture Analyst,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-posture-analyst-pagerduty-jobs.html,2025-11-26,"ai governance, sanctioned it, saas posture management"
Databricks,SOC Analyst,SaaS Compliance,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-soc-analyst-databricks-jobs.html,2025-12-03,"saas compliance, cloud compliance"
Home Depot,VP of Security,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-vp-of-security-home-depot-jobs.html,2025-11-27,"saas audit, saas risk"
BeyondTrust,SaaS Security Architect,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-saas-security-architect-beyondtrust-jobs.html,2025-11-28,"saas security posture, saas risk, shadow it"
SAP,SOC Analyst,SSPM,"Seattle, WA",0.9,Indeed,https://www.indeed.com/q-soc-analyst-sap-jobs.html,2025-11-28,"saas posture management, llm security, ai compliance, sanctioned it"
CircleCI,SaaS Security Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-saas-security-engineer-circleci-jobs.html,2025-11-30,"sspm, sanctioned it, ai security"
Forescout,Staff Security Engineer,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-forescout-jobs.html,2025-11-29,"generative ai compliance, ai security, security posture management, shadow it"
BAE Systems,Cloud Security Analyst,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-cloud-security-analyst-bae-systems-jobs.html,2025-12-01,"shadow it, genai security, saas posture management, saas security"
Wiz,Security Auditor,SaaS Security,Hybrid - Bay Area,0.8,Indeed,https://www.indeed.com/q-security-auditor-wiz-jobs.html,2025-11-30,"saas risk, ai security, cloud governance"
Kubernetes,GRC Analyst,SaaS Compliance,Remote (US),0.9,Indeed,https://www.indeed.com/q-grc-analyst-kubernetes-jobs.html,2025-11-26,"saas compliance, saas governance, saas audit"
Canonical,Cloud Security Architect,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-cloud-security-architect-canonical-jobs.html,2025-11-26,"sanctioned it, cloud compliance, ai governance, saas posture management, ai agent risk"
Snowflake,AppSec Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-appsec-engineer-snowflake-jobs.html,2025-11-27,"saas security posture, saas governance"
ForeScout,Application Security Engineer,SaaS Compliance,"Austin, TX",0.7,Indeed,https://www.indeed.com/q-application-security-engineer-forescout-jobs.html,2025-12-03,"sanctioned it, llm compliance"
