company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Boeing,Cloud Security Architect,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/boeing,2025-12-01,"cloud app security, ai governance, sspm, cloud governance, llm compliance"
HashiCorp,Cloud Security Architect,SSPM,"Boston, MA",0.9,Ashby,https://jobs.ashbyhq.com/hashicorp,2025-11-29,"saas posture management, llm security, genai security, saas security, cloud compliance"
Square,SOC Analyst,AI Agent Security,"Austin, TX",0.8,Ashby,https://jobs.ashbyhq.com/square,2025-11-30,"autonomous agent security, ai compliance"
Chorus.ai,SaaS Security Engineer,SaaS Security,"London, UK",0.7,Ashby,https://jobs.ashbyhq.com/chorusai,2025-11-28,"shadow it, ai security"
Proofpoint,Director of Security,AI Compliance,"Boston, MA",0.7,Ashby,https://jobs.ashbyhq.com/proofpoint,2025-11-29,"sanctioned it, llm compliance, ai policy"
Anthem,Security Software Engineer,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/anthem,2025-11-28,"saas posture management, security posture management, saas security, shadow it"
Auth0,GRC Analyst,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/auth0,2025-11-25,"ai compliance, generative ai compliance, security posture management, genai security, saas governance"
CloudKnox,Lead Security Engineer,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/cloudknox,2025-12-02,"saas governance, sanctioned it"
Cohesity,GRC Analyst,SaaS Compliance,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/cohesity,2025-11-25,"ai governance, saas compliance, ai agent security, ai security, cloud governance"
BP,Compliance Engineer,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/bp,2025-11-30,"saas security, saas security posture, saas governance"
AT&T,Threat Detection Engineer,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/at&t,2025-11-30,"sspm, llm security, cloud compliance, ai agent risk, saas risk"
SentinelOne,AI Agent Security Engineer,SSPM,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/sentinelone,2025-11-25,"ai policy, sspm"
Carbon Black,SSPM Engineer,SaaS Security,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/carbon-black,2025-12-01,"cloud application security, cloud compliance"
KPMG,Security Software Engineer,SaaS Compliance,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/kpmg,2025-11-27,"saas compliance, saas security posture"
Snyk,Threat Detection Engineer,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/snyk,2025-11-27,"saas governance, ai policy, llm security, saas audit"
Capital One,Cloud Security Analyst,AI Compliance,"Toronto, Canada",0.7,Ashby,https://jobs.ashbyhq.com/capital-one,2025-12-02,"sanctioned it, ai agent risk, generative ai compliance"
Etsy,Security Manager,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/etsy,2025-11-30,"llm compliance, saas posture management, llm security"
Charter,Cloud Security Engineer,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/charter,2025-12-02,"llm compliance, sspm, shadow it, cloud application security, ai compliance"
Cybereason,SSPM Product Manager,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/cybereason,2025-11-25,"saas compliance, ai agent security, ai security, security posture management, cloud governance"
Sophos,Application Security Engineer,SaaS Security,Remote,0.85,Ashby,https://jobs.ashbyhq.com/sophos,2025-12-02,"ai agent risk, cloud application security, cloud compliance, ai policy, saas governance"
AT&T,Security Operations Engineer,SaaS Security,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/at&t,2025-11-26,"saas security, cloud compliance"
Bitbucket,Cloud Security Analyst,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/bitbucket,2025-12-02,"saas governance, cloud app security"
Bitbucket,Compliance Engineer,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/bitbucket,2025-12-02,"saas governance, shadow it, cloud app security, saas compliance, cloud governance"
CVS Health,SaaS Security Architect,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/cvs-health,2025-12-01,"generative ai compliance, ai security, saas posture management"
Raytheon,Machine Learning Security Engineer,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/raytheon,2025-11-29,"saas security posture, llm security, saas security"
American Express,Cloud Security Analyst,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/american-express,2025-12-01,"security posture management, ai agent security, cloud app security"
ServiceNow,Cloud Security Architect,SaaS Security,Hybrid - Bay Area,0.9,Ashby,https://jobs.ashbyhq.com/servicenow,2025-11-25,"llm security, saas compliance, autonomous agent security, llm compliance, saas security"
Radware,Incident Response Engineer,AI Compliance,"London, UK",0.7,Ashby,https://jobs.ashbyhq.com/radware,2025-12-01,"ai compliance, genai security"
Amplitude,Security Compliance Manager,SaaS Security,"Denver, CO",0.9,Ashby,https://jobs.ashbyhq.com/amplitude,2025-12-01,"ai agent security, saas governance, llm security, autonomous agent security, saas security posture"
Deloitte,Cloud Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/deloitte,2025-11-25,"ai governance, llm compliance, sanctioned it, saas compliance, cloud governance"
Fastly,Staff Security Engineer,SaaS Compliance,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/fastly,2025-11-28,"saas governance, generative ai compliance, autonomous agent security"
Genesys,AppSec Engineer,SSPM,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/genesys,2025-11-26,"cloud governance, cloud compliance, saas audit, cloud application security, saas risk"
UiPath,Security Software Engineer,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/uipath,2025-11-29,"saas risk, sanctioned it, ai compliance, cloud compliance"
PayPal,Security Operations Engineer,SaaS Compliance,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/paypal,2025-11-28,"saas audit, generative ai compliance, llm compliance"
Cylance,Threat Detection Engineer,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/cylance,2025-11-26,"ai policy, ai governance, shadow it, sspm, ai agent risk"
McKinsey,Security Posture Analyst,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/mckinsey,2025-12-01,"sspm, saas compliance, saas audit"
Cybereason,Machine Learning Security Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/cybereason,2025-11-28,"ai security, saas compliance, saas posture management"
Best Buy,Risk Manager,SaaS Security,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/best-buy,2025-11-29,"llm compliance, ai agent risk, cloud application security, ai security"
Home Depot,Security Analyst,AI Compliance,"Denver, CO",0.8,Ashby,https://jobs.ashbyhq.com/home-depot,2025-11-29,"genai security, ai policy, llm compliance, shadow it"
CrowdStrike,Threat Detection Engineer,SaaS Compliance,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/crowdstrike,2025-11-29,"saas governance, saas risk, saas compliance"
Tenable,Cloud Posture Engineer,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/tenable,2025-11-27,"saas risk, autonomous agent security"
Mimecast,AI Security Engineer,SaaS Security,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/mimecast,2025-11-28,"saas security, saas audit"
GitLab,Cloud Posture Engineer,SaaS Compliance,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/gitlab,2025-12-01,"saas compliance, llm security"
Redis,Principal Security Engineer,SaaS Compliance,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/redis,2025-11-27,"cloud application security, ai compliance, cloud compliance, cloud governance"
Proofpoint,SSPM Product Manager,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/proofpoint,2025-11-30,"sanctioned it, saas audit, ai compliance, saas posture management, generative ai compliance"
Humana,Threat Detection Engineer,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/humana,2025-11-27,"security posture management, saas security, saas compliance, saas risk"
New Relic,Cloud Security Analyst,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/new-relic,2025-11-28,"saas security posture, ai agent risk, sanctioned it, saas governance, llm security"
Etsy,Security Compliance Manager,SaaS Compliance,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/etsy,2025-11-25,"cloud application security, generative ai compliance, saas audit, cloud compliance, cloud governance"
Segment,Cloud Security Architect,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/segment,2025-11-29,"saas risk, security posture management, sanctioned it, generative ai compliance, genai security"
Lockheed Martin,Security Compliance Manager,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/lockheed-martin,2025-11-30,"llm compliance, shadow it, sspm, autonomous agent security"
UiPath,SaaS Security Architect,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/uipath,2025-11-25,"security posture management, ai agent security, ai compliance, cloud governance"
Red Hat,SSPM Product Manager,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/red-hat,2025-11-28,"llm compliance, saas governance, cloud governance, saas security posture"
Orca Security,Security Analyst,SaaS Security,Remote (US),0.8,Ashby,https://jobs.ashbyhq.com/orca-security,2025-11-25,"ai compliance, cloud application security, ai governance, saas risk"
Cloudflare,Staff Security Engineer,AI Agent Security,"Denver, CO",0.7,Ashby,https://jobs.ashbyhq.com/cloudflare,2025-12-01,"ai policy, ai agent risk"
Check Point,AppSec Engineer,SSPM,"New York, NY",0.9,Ashby,https://jobs.ashbyhq.com/check-point,2025-11-30,"sspm, saas posture management, llm security, saas compliance"
Costco,AI Security Engineer,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/costco,2025-11-27,"saas posture management, ai security, ai policy"
Northrop Grumman,Machine Learning Security Engineer,SaaS Security,"Toronto, Canada",0.9,Ashby,https://jobs.ashbyhq.com/northrop-grumman,2025-12-02,"genai security, saas governance, saas compliance, ai security, ai agent risk"
Bitdefender,Cloud Security Architect,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/bitdefender,2025-11-26,"ai agent risk, llm compliance, shadow it, security posture management"
Cylance,SaaS Security Architect,SaaS Compliance,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/cylance,2025-11-30,"cloud app security, genai security, saas compliance"
GitLab,Cloud Security Architect,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/gitlab,2025-11-30,"ai governance, saas audit, security posture management"
CircleCI,Cloud Security Architect,SaaS Security,"Seattle, WA",0.9,Ashby,https://jobs.ashbyhq.com/circleci,2025-11-27,"saas governance, ai agent risk, llm security, saas security"
Citi,SSPM Product Manager,AI Compliance,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/citi,2025-11-26,"cloud governance, ai compliance, genai security, ai policy"
Best Buy,Cloud Security Analyst,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/best-buy,2025-11-26,"saas posture management, generative ai compliance, cloud app security, autonomous agent security, genai security"
Auth0,Senior Security Engineer,AI Compliance,"Austin, TX",0.8,Ashby,https://jobs.ashbyhq.com/auth0,2025-11-25,"cloud compliance, genai security, generative ai compliance"
Atlassian,Senior Security Engineer,SSPM,Hybrid - Bay Area,0.85,Ashby,https://jobs.ashbyhq.com/atlassian,2025-11-25,"llm security, cloud governance, sspm, cloud application security, saas audit"
Twilio,Security Team Lead,SaaS Security,Hybrid - Bay Area,0.9,Ashby,https://jobs.ashbyhq.com/twilio,2025-11-25,"ai governance, sanctioned it, ai security, cloud application security, saas security posture"
ExxonMobil,Security Posture Analyst,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/exxonmobil,2025-11-25,"saas security posture, shadow it, cloud application security"
Proofpoint,SaaS Security Posture Manager,SSPM,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/proofpoint,2025-12-02,"cloud app security, saas governance"
Chevron,Director of Security,SaaS Security,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/chevron,2025-11-29,"ai agent security, ai policy, saas risk, sanctioned it"
Veza,Threat Detection Engineer,SSPM,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/veza,2025-12-02,"shadow it, saas posture management, llm security, cloud application security, ai security"
Cloudflare,SOC Analyst,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/cloudflare,2025-12-02,"llm compliance, cloud compliance, sspm, ai policy"
SailPoint,Staff Security Engineer,SaaS Compliance,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/sailpoint,2025-11-28,"saas compliance, shadow it"
Best Buy,GRC Analyst,SSPM,"Toronto, Canada",0.85,Ashby,https://jobs.ashbyhq.com/best-buy,2025-11-27,"sspm, saas posture management, saas security posture"
Drift,Security Compliance Manager,SaaS Security,"Seattle, WA",0.7,Ashby,https://jobs.ashbyhq.com/drift,2025-11-30,"cloud governance, ai agent security"
American Express,Security Compliance Manager,AI Compliance,"Austin, TX",0.85,Ashby,https://jobs.ashbyhq.com/american-express,2025-11-29,"saas security, ai agent risk, generative ai compliance"
Rubrik,SOC Analyst,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/rubrik,2025-12-01,"saas risk, ai security, ai agent risk, saas security posture"
McKinsey,Compliance Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/mckinsey,2025-11-26,"ai security, security posture management, shadow it, cloud compliance"
ForeScout,Application Security Engineer,SSPM,"New York, NY",0.85,Ashby,https://jobs.ashbyhq.com/forescout,2025-11-29,"saas risk, cloud app security, llm security"
Imperva,AI Security Engineer,SSPM,"Denver, CO",0.8,Ashby,https://jobs.ashbyhq.com/imperva,2025-11-26,"shadow it, ai policy, cloud governance"
JPMorgan,SSPM Product Manager,SSPM,"Denver, CO",0.9,Ashby,https://jobs.ashbyhq.com/jpmorgan,2025-11-30,"saas posture management, cloud app security, saas security, cloud compliance"
Google,SSPM Product Manager,SSPM,"Seattle, WA",0.85,Ashby,https://jobs.ashbyhq.com/google,2025-12-02,"llm security, shadow it, saas audit, ai policy"
Druva,Security Posture Analyst,SaaS Security,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/druva,2025-12-01,"cloud application security, llm security, saas governance"
T-Mobile,Cloud Security Engineer,SSPM,"San Francisco, CA",0.85,Ashby,https://jobs.ashbyhq.com/t-mobile,2025-11-26,"ai agent risk, cloud compliance, sspm, generative ai compliance, saas security"
UnitedHealth,Security Analyst,SaaS Compliance,"Boston, MA",0.85,Ashby,https://jobs.ashbyhq.com/unitedhealth,2025-12-01,"saas compliance, saas risk, cloud application security, generative ai compliance"
Duo Security,LLM Security Specialist,SaaS Security,"Boston, MA",0.8,Ashby,https://jobs.ashbyhq.com/duo-security,2025-11-26,"saas risk, genai security, sanctioned it"
Varonis,Cloud Posture Engineer,SSPM,Remote (US),0.85,Ashby,https://jobs.ashbyhq.com/varonis,2025-11-27,"security posture management, ai governance"
SentinelOne,Cloud Security Engineer,SSPM,"Denver, CO",0.85,Ashby,https://jobs.ashbyhq.com/sentinelone,2025-11-28,"ai governance, ai compliance, cloud governance, autonomous agent security, saas posture management"
Mixpanel,Principal Security Engineer,SSPM,Remote,0.85,Ashby,https://jobs.ashbyhq.com/mixpanel,2025-11-27,"ai security, security posture management, ai governance"
WorkFusion,Compliance Engineer,SSPM,"London, UK",0.85,Ashby,https://jobs.ashbyhq.com/workfusion,2025-11-30,"saas audit, saas security, sspm"
SentinelOne,AI Security Engineer,SaaS Security,"Boston, MA",0.8,Indeed,https://www.indeed.com/q-ai-security-engineer-sentinelone-jobs.html,2025-11-28,"ai agent security, shadow it, cloud app security, sanctioned it, genai security"
HashiCorp,Cloud Posture Engineer,SaaS Compliance,"Boston, MA",0.7,Indeed,https://www.indeed.com/q-cloud-posture-engineer-hashicorp-jobs.html,2025-12-02,"ai compliance, cloud governance"
Okta,Cloud Security Analyst,SaaS Security,"Boston, MA",0.7,Indeed,https://www.indeed.com/q-cloud-security-analyst-okta-jobs.html,2025-12-01,"llm security, cloud governance"
IronScales,Incident Response Engineer,AI Compliance,"New York, NY",0.9,Indeed,https://www.indeed.com/q-incident-response-engineer-ironscales-jobs.html,2025-11-25,"llm compliance, ai security, genai security, generative ai compliance"
Chevron,Lead Security Engineer,SaaS Compliance,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-lead-security-engineer-chevron-jobs.html,2025-11-26,"ai security, saas audit, llm compliance"
Walmart,SaaS Security Engineer,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-saas-security-engineer-walmart-jobs.html,2025-11-27,"cloud compliance, ai agent risk, saas audit, saas risk"
Raytheon,Staff Security Engineer,SSPM,"London, UK",0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-raytheon-jobs.html,2025-12-02,"sspm, llm compliance, ai agent risk, sanctioned it"
Raytheon,Compliance Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-compliance-engineer-raytheon-jobs.html,2025-11-26,"autonomous agent security, saas risk, saas posture management, ai governance, sspm"
Databricks,Security Auditor,SSPM,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-security-auditor-databricks-jobs.html,2025-11-27,"cloud application security, ai compliance, ai governance, saas posture management, autonomous agent security"
EY,LLM Security Specialist,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-llm-security-specialist-ey-jobs.html,2025-11-27,"ai agent security, saas posture management, saas compliance"
Target,Security Auditor,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-security-auditor-target-jobs.html,2025-12-02,"security posture management, saas security posture, saas security"
IBM,GRC Analyst,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-grc-analyst-ibm-jobs.html,2025-11-28,"cloud application security, genai security, ai governance, saas risk, shadow it"
Kubernetes,Risk Manager,SaaS Security,"Seattle, WA",0.8,Indeed,https://www.indeed.com/q-risk-manager-kubernetes-jobs.html,2025-11-30,"cloud governance, cloud application security"
Intel,GRC Analyst,SaaS Security,Remote (US),0.9,Indeed,https://www.indeed.com/q-grc-analyst-intel-jobs.html,2025-11-26,"cloud governance, generative ai compliance, saas security, security posture management, cloud application security"
EY,Security Auditor,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-security-auditor-ey-jobs.html,2025-11-27,"saas audit, security posture management, sspm"
Amazon,SaaS Security Engineer,SaaS Security,"Seattle, WA",0.8,Indeed,https://www.indeed.com/q-saas-security-engineer-amazon-jobs.html,2025-12-01,"ai agent risk, cloud application security"
Freshworks,LLM Security Specialist,SaaS Security,"Boston, MA",0.8,Indeed,https://www.indeed.com/q-llm-security-specialist-freshworks-jobs.html,2025-11-27,"genai security, cloud app security"
SailPoint,Security Manager,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-security-manager-sailpoint-jobs.html,2025-11-29,"saas governance, security posture management, saas compliance"
Sprint,Security Manager,SaaS Security,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-security-manager-sprint-jobs.html,2025-11-25,"saas security, ai agent security, sspm, ai compliance"
SentinelOne,Security Auditor,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-security-auditor-sentinelone-jobs.html,2025-11-27,"saas security, sspm, ai compliance"
Intercom,Risk Manager,SaaS Security,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-risk-manager-intercom-jobs.html,2025-11-28,"ai agent security, cloud application security, saas security posture, ai policy"
Rubrik,GRC Analyst,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-grc-analyst-rubrik-jobs.html,2025-11-29,"security posture management, generative ai compliance, sanctioned it, saas governance"
Accenture,Risk Manager,SSPM,"Boston, MA",0.9,Indeed,https://www.indeed.com/q-risk-manager-accenture-jobs.html,2025-11-30,"cloud application security, security posture management, ai governance, llm compliance, saas posture management"
Snyk,SSPM Engineer,SaaS Security,"New York, NY",0.9,Indeed,https://www.indeed.com/q-sspm-engineer-snyk-jobs.html,2025-12-01,"saas security posture, llm security, saas security, saas governance, ai security"
Proofpoint,Lead Security Engineer,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-lead-security-engineer-proofpoint-jobs.html,2025-11-26,"saas audit, ai agent security, sanctioned it, cloud compliance"
Lacework,Incident Response Engineer,AI Agent Security,"London, UK",0.8,Indeed,https://www.indeed.com/q-incident-response-engineer-lacework-jobs.html,2025-11-30,"ai agent security, autonomous agent security, cloud compliance"
Tanium,Staff Security Engineer,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-tanium-jobs.html,2025-11-26,"generative ai compliance, saas posture management, saas governance"
Atlassian,SSPM Product Manager,SaaS Security,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-sspm-product-manager-atlassian-jobs.html,2025-11-25,"ai security, saas security posture, ai compliance"
Walmart,LLM Security Specialist,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-llm-security-specialist-walmart-jobs.html,2025-11-30,"genai security, shadow it, sspm, security posture management, ai agent risk"
Databricks,Security Team Lead,SaaS Security,"London, UK",0.85,Indeed,https://www.indeed.com/q-security-team-lead-databricks-jobs.html,2025-11-30,"ai compliance, saas security, ai security"
HashiCorp,SaaS Security Architect,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-saas-security-architect-hashicorp-jobs.html,2025-11-29,"saas posture management, sspm, ai policy, saas risk, security posture management"
CVS Health,Security Manager,SaaS Security,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-security-manager-cvs-health-jobs.html,2025-12-02,"saas governance, cloud app security, generative ai compliance, llm security, ai security"
Snyk,Staff Security Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-snyk-jobs.html,2025-11-28,"autonomous agent security, cloud governance, saas security, sspm"
Lockheed Martin,Security Engineer,AI Agent Security,Remote (US),0.8,Indeed,https://www.indeed.com/q-security-engineer-lockheed-martin-jobs.html,2025-11-30,"shadow it, ai agent risk, ai security"
Comcast,Cloud Posture Engineer,SaaS Compliance,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-cloud-posture-engineer-comcast-jobs.html,2025-12-02,"saas audit, cloud compliance"
Snowflake,Staff Security Engineer,SSPM,"London, UK",0.85,Indeed,https://www.indeed.com/q-staff-security-engineer-snowflake-jobs.html,2025-11-25,"saas security posture, saas audit, ai security, ai agent risk"
Zscaler,Cloud Security Architect,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-cloud-security-architect-zscaler-jobs.html,2025-12-01,"ai agent risk, shadow it, ai policy"
Okta,Cloud Security Engineer,AI Compliance,Remote (US),0.9,Indeed,https://www.indeed.com/q-cloud-security-engineer-okta-jobs.html,2025-11-25,"generative ai compliance, llm security, cloud compliance"
Lockheed Martin,Director of Security,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-director-of-security-lockheed-martin-jobs.html,2025-11-29,"cloud application security, saas risk"
Atlassian,Security Analyst,SaaS Security,"Austin, TX",0.9,Indeed,https://www.indeed.com/q-security-analyst-atlassian-jobs.html,2025-11-30,"generative ai compliance, genai security, saas security, security posture management, saas risk"
Centrify,GRC Analyst,SaaS Security,Remote (US),0.85,Indeed,https://www.indeed.com/q-grc-analyst-centrify-jobs.html,2025-12-02,"saas security, ai policy"
Splunk,Cloud Security Engineer,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-splunk-jobs.html,2025-12-02,"security posture management, saas security posture, saas audit, ai policy"
Palo Alto Networks,Lead Security Engineer,SSPM,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-lead-security-engineer-palo-alto-networks-jobs.html,2025-11-29,"shadow it, ai compliance, sspm, security posture management"
Boeing,Principal Security Engineer,SSPM,"London, UK",0.85,Indeed,https://www.indeed.com/q-principal-security-engineer-boeing-jobs.html,2025-11-28,"sspm, saas posture management, sanctioned it, shadow it, saas security posture"
DocuSign,CISO,SaaS Compliance,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-ciso-docusign-jobs.html,2025-12-02,"saas audit, ai compliance, cloud compliance, ai agent risk, generative ai compliance"
Centrify,Security Team Lead,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-team-lead-centrify-jobs.html,2025-11-28,"cloud compliance, sspm"
Cybereason,Principal Security Engineer,SSPM,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-principal-security-engineer-cybereason-jobs.html,2025-11-25,"sanctioned it, saas security, security posture management, saas security posture"
Auth0,LLM Security Specialist,SaaS Security,"New York, NY",0.8,Indeed,https://www.indeed.com/q-llm-security-specialist-auth0-jobs.html,2025-11-26,"ai security, llm security, sanctioned it, cloud compliance"
BCG,SSPM Engineer,SaaS Security,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-sspm-engineer-bcg-jobs.html,2025-11-29,"saas security, saas governance, genai security, saas risk"
Varonis,VP of Security,SaaS Security,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-vp-of-security-varonis-jobs.html,2025-11-26,"ai agent risk, cloud app security, shadow it, saas security"
Imperva,Cloud Security Architect,SaaS Security,"New York, NY",0.9,Indeed,https://www.indeed.com/q-cloud-security-architect-imperva-jobs.html,2025-11-27,"genai security, ai policy, llm compliance, saas security"
BeyondTrust,Application Security Engineer,SaaS Security,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-application-security-engineer-beyondtrust-jobs.html,2025-11-25,"generative ai compliance, cloud application security, shadow it"
Home Depot,GRC Analyst,AI Compliance,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-grc-analyst-home-depot-jobs.html,2025-11-29,"generative ai compliance, ai governance, saas governance"
Cloudinary,Principal Security Engineer,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-principal-security-engineer-cloudinary-jobs.html,2025-12-02,"ai governance, saas posture management, cloud app security, saas governance, sspm"
Duo Security,Senior Security Engineer,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-senior-security-engineer-duo-security-jobs.html,2025-11-28,"security posture management, ai security"
Datadog,Security Analyst,SaaS Security,Remote (US),0.85,Indeed,https://www.indeed.com/q-security-analyst-datadog-jobs.html,2025-12-02,"shadow it, saas risk, ai agent security, cloud application security, saas security"
CVS Health,SaaS Security Architect,SaaS Compliance,"Denver, CO",0.8,Indeed,https://www.indeed.com/q-saas-security-architect-cvs-health-jobs.html,2025-12-02,"llm compliance, cloud compliance"
ForeScout,Security Analyst,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-security-analyst-forescout-jobs.html,2025-12-02,"sanctioned it, ai compliance, saas security posture, cloud application security, saas governance"
Dropbox,Security Manager,SaaS Security,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-security-manager-dropbox-jobs.html,2025-12-02,"autonomous agent security, ai compliance, saas security posture, llm compliance, saas governance"
Anthem,Cloud Security Engineer,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-anthem-jobs.html,2025-12-02,"saas governance, ai agent risk"
Twilio,SaaS Security Architect,SaaS Security,Remote (US),0.8,Indeed,https://www.indeed.com/q-saas-security-architect-twilio-jobs.html,2025-12-01,"saas governance, llm security, autonomous agent security, cloud compliance, cloud governance"
Anthem,Security Engineer,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-security-engineer-anthem-jobs.html,2025-12-02,"cloud application security, saas posture management, cloud compliance"
Chorus.ai,Cloud Security Architect,SaaS Security,Remote,0.8,Indeed,https://www.indeed.com/q-cloud-security-architect-chorusai-jobs.html,2025-12-01,"shadow it, ai security, sanctioned it, llm compliance"
